Country ID,Country,1990,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,Footnotes 1990,Footnotes 1995,Footnotes 1996,Footnotes 1997,Footnotes 1998,Footnotes 1999,Footnotes 2000,Footnotes 2001,Footnotes 2002,Footnotes 2003,Footnotes 2004,Footnotes 2005,Footnotes 2006,Footnotes 2007,Footnotes 2008,Footnotes 2009,Footnotes 2010,Footnotes 2011,Footnotes 2012,Footnotes 2013,Footnotes 2014,Footnotes 2015,Footnotes 2016,Footnotes 2017,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Basel Convention,CITES,Convention on Biological Diversity,Convention on Migratory Species,Kyoto Protocol,Montreal Protocol,Paris Agreement,Ramsar Convention,Rotterdam Convention,Stockholm Convention,UN Convention on the Law of the Sea,UN Convention to Combat Desertification,UN Framework Convention on Climate Change,World Heritage Convention,2000 Percent Change,2001 Percent Change,2002 Percent Change,2003 Percent Change,2004 Percent Change,2005 Percent Change,2006 Percent Change,2007 Percent Change,2008 Percent Change,2009 Percent Change,2010 Percent Change,2011 Percent Change,2012 Percent Change,2013 Percent Change,2014 Percent Change,2015 Percent Change,2016 Percent Change
56.0,Belgium,...,...,...,...,...,...,,,,,,263.013696,298.630134,536.986296,635.616432,2528.767098,5454.794466,4964.383512,3002.739696,2868.493122,2794.52052,2824.657506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993,1983,1997,1990,2002,1988.0,2017,1986,2002,2006,1998,1997.0,1996.0,1996,,,,,,13.541666666666675,79.8165137614679,18.36734693877551,297.84482758620686,115.70964247020588,-8.990457056755398,-39.51434878587197,-4.470802919708037,-2.5787965616045785,1.0784313725490189,,
68.0,Bolivia (Plurinational State of),...,...,...,...,...,...,,,,,,,,,,,,232.3308716,249.2908783,265.3987732,311.4778748,413.1418762,411.02005,,,,,,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,1996,1979,1995,2003,1999,1994.0,2016,1990,2003,2003,1995,1996.0,1994.0,1976,,,,,,,,,,,,7.299936759674261,6.461485879405315,17.362213488935602,32.63923688489223,-0.5135829414137677,
70.0,Bosnia and Herzegovina,...,...,...,...,...,...,,,,,10.45479488,4.0,10.37260246,12.68219185,13.94794559,13.93150711,13.56986332,10.00547981,10.9588,10.9588,10.9588,13.6985,10.9588,10.9588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001,2009,2002,2017,2007,1993.0,2017,1992,2007,2010,1994,2002.0,2000.0,1993,,,,,-61.74004324415784,159.31506149999998,22.2662480212319,9.980559787857167,-0.1178559228950914,-2.5958698304823997,-26.266907970595526,9.527980747581953,0.0,0.0,24.999999999999993,-19.999999999999996,0.0
76.0,Brazil,...,...,2505.592529,2896.730957,3702.881836,3901.17627,4170.680176,4518.359863,5007.399902,5265.209961,5676.990234,6032.330078,6333.419922,6693.419922,7289.040039,7931.22998,8558.900391,8782.19043,9005.0,9806.400391,10311.91992,10424.71973,11111.90234,,,,,,,,,,,,,,,,,,,,6.0,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,1992,1975,1994,2015,2002,1990.0,2016,1993,2004,2004,1988,1997.0,1994.0,1977,8.336282628447696,10.823397290788135,5.148581380469089,7.820775924419025,6.259299899299424,4.991269378611746,5.684132813450294,8.898591810179282,8.810350026395287,7.913910107042428,2.6088636249908816,2.5370614743091995,8.899504619655737,5.15499580726839,1.0938778702230305,6.591856930430875,
100.0,Bulgaria,...,594.520542,...,...,...,...,1345.205466,1238.356152,1265.753412,1290.410946,1271.232864,1126.027386,1106.849304,1073.972592,1153.424646,1169.863002,1328.76711,1309.589028,1323.287658,1408.219164,1372.602726,1449.315054,1493.15067,1457.534232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996,1991,1996,1999,2002,1990.0,2016,1976,2000,2004,1996,2001.0,1995.0,1974,-7.942973523421576,2.21238938053097,1.9480519480519436,-1.4861995753715425,-11.422413793103454,-1.7031630170316214,-2.97029702970297,7.397959183673455,1.4251781472684184,13.583138173302103,-1.4432989690721578,1.0460251046025002,6.418219461697733,-2.529182879377433,5.588822355289409,3.024574669187151,-2.3853211009174324
108.0,Burundi,...,...,...,...,...,...,,,,9.699999809,8.899999619,8.0,,,,,10.10000038,8.0,8.0,8.0,9.800000191,4.300000191,3.339999914,2.880000114,,,,,,,,,,8.0,8.0,8.0,,,,,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,1997,1988,1997,2011,2001,1997.0,...,2002,2004,2005,...,1997.0,1997.0,1982,,,,-8.24742480157299,-10.112355702562652,,,,,,-20.79208218802068,0.0,0.0,22.500002387500007,-56.12244788577678,-22.325586845537885,-13.772449456416357
132.0,Cabo Verde,...,...,...,...,...,...,,,,,,0.302197248,2.320109606,,,,,,,,,,,,,,,,,,,,,,,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999,2005,1995,2006,2006,2001.0,2017,2005,2006,2006,1987,1995.0,1995.0,1988,,,,,,667.7467684947283,,,,,,,,,,,
136.0,Cayman Islands,...,...,...,...,...,...,,,,,1.94380939,1.820783377,2.229986429,2.495722532,2.604363918,2.735339165,2.896976233,2.85382247,3.290280581,3.560483217,3.900489092,3.766485453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.329119183851666,22.474010756525065,11.916489694476056,4.353103544444836,5.029068560456067,5.90921484502636,-1.4896139812411187,15.293807361464932,8.212145722778393,9.549430632802787,-3.4355598961895497,,
344.0,"China, Hong Kong Special Administrative Region",...,1958.904053,2098.630127,2087.671143,2145.205566,2186.30127,2350.684814,2424.657471,2495.890381,,,,,,2693.0,2675.0,2674.0,2681.0,2755.0,2778.0,2782.0,2731.0,,,,,,,,,,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1468556124343,2.937854556859185,,,,,,,-0.6683995544002971,-0.037383177570093455,0.2617801047120419,2.7601641178664678,0.8348457350272231,0.14398848092152627,-1.8332135154565061,,
446.0,"China, Macao Special Administrative Region",...,75,80.69999695,92.09999847,101.0999985,114.5,123.6999969,145.3000031,146.0,133.6000061,151.0,152.5,151.8999939,167.6999969,124.3000031,182.6999969,187.8999939,185.6999969,203.1999969,214.8999939,216.8999939,193.0,229.5211029,211.0030975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.461606096450915,0.4817597281937031,-8.493146506849314,13.02394693528386,0.9933774834437087,-0.3934466229508208,10.401582379523719,-25.879543591094727,46.98309923051,2.8461943559014893,-1.1708339922410165,9.423801988227174,5.757872627211637,0.9306654521966462,-11.018900217682301,18.922851243523308,-8.068105793334436
188.0,Costa Rica,...,...,...,...,...,...,,,,,,,,,4.788909912,6.338910103,31.51522636,26.18227768,26.51539803,30.49419594,27.78761673,66.56824493,73.23999786,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,1995,1975,1994,2007,2002,1991.0,2016,1992,2009,2007,1992,1998.0,1994.0,1977,,,,,,,,,32.366451227575304,397.17105697846813,-16.921816201100583,1.2723123407038952,15.0056126085617,-8.875719219898215,139.5608287562559,10.022425763238454,
191.0,Croatia,...,...,...,...,...,...,,,,,,,,,526.027392,564.383556,564.383556,572.602734,709.589034,726.02739,734.246568,731.506842,753.42465,723.287664,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,1994,2000,1997,2000,2007,1992.0,2017,1991,2007,2007,1995,2000.0,1996.0,1992,,,,,,,,,7.291666666666674,0.0,1.4563106796116605,23.92344497607654,2.3166023166023164,1.132075471698121,-0.37313432835821153,2.996254681647945,-4.0000000000000115
192.0,Cuba,...,...,...,...,...,...,,,,,276712.0,279452.0,293151.0,298630.0,287671.0,271233.0,304110.0,306849.0,331507.0,336986.0,358904.0,339726.0,336986.0,389041.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994,1990,1994,2008,2002,1992.0,2016,2001,2008,2007,1984,1997.0,1994.0,1981,,,,,0.9901991962762727,4.902094098449823,1.8690026641560151,-3.669758564109433,-5.714166530515763,12.121312672130603,0.900660945052777,8.035874322549526,1.6527554470946317,6.504127767919142,-5.3434901812183755,-0.8065323231074454,15.447229261749746
531.0,Curaçao,...,...,...,...,...,...,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196.0,Cyprus,...,...,...,...,...,...,,,,,57.534246,60.273972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992,1974,1996,2001,1999,1992.0,2017,2001,2004,2005,1988,2000.0,1997.0,1975,,,,,4.761904761904757,,,,,,,,,,,,
203.0,Czechia,...,...,...,...,...,...,,,,,,,2479.45203,2358.904086,2260.27395,2421.917784,2668.493124,2380.821894,2284.931484,2545.205454,2260.27395,2180.821896,2260.27395,2328.7671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993,1993,1994,1994,2001,1993.0,2017,1993,2000,2002,1996,2000.0,1993.0,1993,,,,,,,-4.8618784530386705,-4.181184668989556,7.151515151515171,10.180995475113116,-10.780287474332646,-4.027617951668583,11.390887290167854,-11.194833153928961,-3.5151515151515094,3.6432160804020035,3.030303030303041
818.0,Egypt,5071.200195,13749.59961,10980,...,...,...,,,,,,,,,,,,,,,,10470.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993,1978,1994,1983,2005,1988.0,2017,1988,...,2003,1983,1995.0,1994.0,1974,,,,,,,,,,,,,,,,,
222.0,El Salvador,...,...,...,...,...,...,,,,,,,,3975.0,3959.0,3944.0,3935.0,3979.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991,1987,1994,...,1998,1992.0,2017,1999,1999,2008,...,1997.0,1995.0,1991,,,,,,,,-0.4025157232704402,-0.3788835564536499,-0.2281947261663286,1.1181702668360864,,,,,,
246.0,Finland,...,...,...,...,...,...,,,,,,723.2808,668.4868,706.8426,802.7321,632.8707,632.8707,687.6647,786.2939,665.7471,728.7602,783.5542,767.116,717.8014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991,1976,1994,1989,2002,1988.0,2016,1975,2004,2002,1996,1995.0,1994.0,1987,,,,,,-7.5757575757575735,5.737704918032777,13.56589147286822,-21.16040955631398,0.0,8.658008658008654,14.34262948207171,-15.331010452961669,9.465020576131689,7.5187969924811995,-2.097902097902104,-6.428571428571433
258.0,French Polynesia,...,...,...,...,...,...,,,,,,,,,,,,,,6.849999905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268.0,Georgia,1153,649.2999878,677.5,686.5999756,655,686,650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999,1996,1994,2000,1999,1996.0,2017,1997,2007,2006,1996,1999.0,1994.0,1992,,,,,,,,,,,,,,,,,
276.0,Germany,...,...,...,...,...,...,,14471.23273,,,14334.24643,,,27789.04082,,,27517.80794,,,27221.91754,,,26473.97234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995,1976,1994,1984,2002,1988.0,2016,1976,2001,2002,1994,1996.0,1993.0,1976,,,,,,,,,,,,,,,,,
300.0,Greece,...,...,...,...,...,...,,,,,,,,15.01219748,,15.01219748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994,1992,1994,1999,2002,1988.0,2016,1975,2003,2006,1995,1997.0,1994.0,1981,,,,,,,,,,,,,,,,,
348.0,Hungary,...,...,...,...,...,...,,,,,,,,,,,,,1183.561632,1320.547932,1298.630124,1320.547932,1493.15067,1473.972588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990,1985,1994,1983,2002,1989.0,2016,1979,2000,2008,2002,1999.0,1994.0,1985,,,,,,,,,,,,,11.574074074074076,-1.6597510373443924,1.6877637130801628,13.07053941908714,-1.2844036697247643
364.0,Iran (Islamic Republic of),...,...,...,...,...,...,,,,,2130.0,2195.0,2220.0,2265.0,2300.0,2345.0,2390.0,2450.0,2576.0,2715.0,2896.0,2995.0,3259.0,3376.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993,1976,1996,2008,2005,1990.0,...,1975,2004,2006,...,1997.0,1996.0,1975,,,,,3.051643192488263,1.1389521640091116,2.027027027027027,1.545253863134658,1.956521739130435,1.9189765458422177,2.510460251046025,5.142857142857142,5.395962732919254,6.666666666666667,3.418508287292818,8.814691151919867,3.5900583000920525
368.0,Iraq,...,...,...,...,...,...,,,,,,317.3999939,1195.099976,998.2000122,794.5999756,844.5,753.0999756,976.5999756,1138.900024,1273.800049,1211.400024,1386.0,1105.699951,1496.699951,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,2011,2014,2009,2016,2009,2008.0,...,2008,2017,2016,1985,2010.0,2009.0,1974,,,,,,276.52804000258675,-16.475606037498576,-20.396717502664842,6.279892516019856,-10.822975062166963,29.67733464895361,16.618887206124157,11.844764435618266,-4.898729988979606,14.41307351336159,-20.223668759018757,35.362215549198304
400.0,Jordan,...,...,...,...,...,...,,,,,,,219.8904114,249.2328796,276.7123413,280.4383545,281.9178162,281.6438293,279.0684814,,,,,,,,,,,,,,,,,,14.0,14.0,14.0,14.0,14.0,14.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,1989,1978,1994,2001,2003,1989.0,2016,1977,2002,2004,1995,1996.0,1993.0,1975,,,,,,,13.344132658255594,11.025616581609324,1.3465294617851624,0.5275532666128241,-0.09718679851210171,-0.914398837141502,,,,,
398.0,Kazakhstan,...,...,...,...,...,...,,,,,,,,,,1867.0,1578.0,1590.0,1593.0,1569.0,1542.0,1553.0,1546.0,1548.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003,2000,1994,2006,2009,1998.0,2016,2007,2007,2007,...,1997.0,1995.0,1994,,,,,,,,,,-15.479378682378147,0.7604562737642585,0.18867924528301888,-1.5065913370998116,-1.7208413001912046,0.7133592736705577,-0.4507405022537025,0.129366106080207
404.0,Kenya,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,3695.608398,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,2000,1978,1994,1999,2005,1988.0,2016,1990,2005,2004,1989,1997.0,1994.0,1991,,,,,,,,,,,,,,,,,
414.0,Kuwait,...,...,...,...,...,...,,,,,,,564.0,658.0,713.0,706.0,582.0,632.0,724.0,819.0,843.0,847.0,876.0,873.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993,2002,2002,...,2005,1992.0,2018,2015,2006,2006,1986,1997.0,1994.0,2002,,,,,,,16.666666666666664,8.358662613981762,-0.9817671809256662,-17.56373937677054,8.59106529209622,14.556962025316455,13.121546961325967,2.93040293040293,0.4744958481613286,3.4238488783943333,-0.3424657534246575
428.0,Latvia,...,...,...,...,...,...,,,,,,334.246572,326.027394,350.684928,306.849312,399.999996,331.506846,432.876708,386.301366,410.9589,304.109586,298.630134,364.383558,408.219174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992,1997,1996,1999,2002,1995.0,2017,1995,2003,2004,2004,2002.0,1995.0,1995,,,,,,-2.4590163934426226,7.563025210084033,-12.500000000000004,30.35714285714286,-17.12328767123288,30.57851239669422,-10.759493670886084,6.38297872340427,-26.00000000000001,-1.8018018018017956,22.01834862385321,12.03007518796993
438.0,Liechtenstein,26.84931564,27.1232872,24.31694031,26.30137062,26.30137062,36.16438293,30.60109329,29.86301422,27.94520569,24.10958862,25.13661194,24.10958862,26.02739716,29.86301422,30.60109329,27.67123222,27.39726067,23.09589005,30.9289608,29.61643791,28.05479431,27.67123222,30.9289608,28.79452133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992,1979,1998,1997,2004,1989.0,2017,1991,2004,2004,...,1999.0,1994.0,...,-2.4119369298520943,-6.422019277329329,-13.725492352960389,4.259812708492417,-4.08576669939235,7.954546924160663,14.736844550459846,2.471549136207729,-9.574367301959887,-0.9900952289431469,-15.700002536056463,33.91543141676844,-4.243669544823505,-5.272894751035237,-1.3671891005926184,11.772979801186455,-6.901103091701678
440.0,Lithuania,...,...,...,...,...,...,,,,,,,,,,,465.75342,463.013694,446.575338,438.35616,416.438352,413.698626,454.794516,512.328762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999,2001,1996,2002,2003,1995.0,2017,1993,2004,2006,2003,2003.0,1995.0,1992,,,,,,,,,,,-0.5882352941176511,-3.5502958579881656,-1.840490797546012,-4.999999999999996,-0.6578947368421098,9.933774834437086,12.650602409638553
470.0,Malta,0,0,...,...,...,...,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,1989,2001,2001,2001,1988.0,2016,1989,2017,2017,1993,1998.0,1994.0,1978,,,,,,,,,,,,,,,,,
480.0,Mauritius,30,35,35,35,35,35,35.0,,56.59999847,,,38.0,41.0,42.0,74.69999695,90.69999695,70.69999695,83.69999695,100.6999969,113.6999969,119.0,121.1999969,138.8000031,144.1000061,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992,1975,1993,2004,2001,1992.0,2016,2001,2005,2004,1994,1996.0,1992.0,1995,,,,,,7.894736842105263,2.4390243902439024,77.85713559523809,21.419010245354503,-22.050717389798105,18.38755383425798,20.310633894234574,12.909632969412732,4.661392475376574,1.8487368907563042,14.52145763214949,3.818445880135578
484.0,Mexico,...,469,...,...,...,...,793.0,,,,,1433.0,,,,,2184.0,2284.0,2337.0,2283.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991,1991,1993,...,2000,1988.0,2016,1986,2005,2003,1983,1995.0,1993.0,1984,,,,,,,,,,,4.5787545787545785,2.3204903677758315,-2.3106546854942236,,,,
492.0,Monaco,...,...,...,...,...,18.06999969,20.75,19.06999969,19.29000092,18.52000046,17.54999924,17.22299957,17.0909996,16.38599968,17.61700058,18.04500008,17.79999924,17.05999947,16.13999939,18.99099922,21.17200089,16.82500076,16.59000015,16.07999992,,,,,,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,,,,,,,,,,,,,,,,,,,,1992,1978,1993,1993,2006,1993.0,2016,1997,...,2004,1996,1999.0,1992.0,1978,-8.09638703614458,1.1536509364253753,-3.9917077411938355,-5.237587450902257,-1.863246063593558,-0.7664168454717031,-4.124977687086242,7.512516319053156,2.429468615025737,-1.3577214680732934,-4.1573022561544635,-5.392732172224394,17.66418796624254,11.484396606699459,-20.531834249323037,-1.3967346174431918,-3.074142407406806
499.0,Montenegro,...,...,...,...,...,...,,,,,,,,,,,,14192.0,14192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,2007,2006,2009,2007,2006.0,2017,2006,2011,2011,2006,2007.0,2006.0,2006,,,,,,,,,,,,0.0,,,,,
504.0,Morocco,...,...,...,...,...,...,,,,,,,,,,,,,,,,824.7999878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995,1975,1995,1993,2002,1995.0,2016,1980,2011,2004,2007,1996.0,1995.0,1975,,,,,,,,,,,,,,,,,
